Title,Abstract,PMID,PMCID,DOI,Cited Number,journal_title,Journal_id,impact_factor
DriverMP enables improved identification of cancer driver genes,"Background:Cancer is widely regarded as a complex disease primarily driven by genetic mutations. A critical concern and significant obstacle lies in discerning driver genes amid an extensive array of passenger genes.Findings:We present a new method termed DriverMP for effectively prioritizing altered genes on a cancer-type level by considering mutated gene pairs. It is designed to first apply nonsilent somatic mutation data, protein‒protein interaction network data, and differential gene expression data to prioritize mutated gene pairs, and then individual mutated genes are prioritized based on prioritized mutated gene pairs. Application of this method in 10 cancer datasets from The Cancer Genome Atlas demonstrated its great improvements over all the compared state-of-the-art methods in identifying known driver genes. Then, a comprehensive analysis demonstrated the reliability of the novel driver genes that are strongly supported by clinical experiments, disease enrichment, or biological pathway analysis.Conclusions:The new method, DriverMP, which is able to identify driver genes by effectively integrating the advantages of multiple kinds of cancer data, is available at https://github.com/LiuYangyangSDU/DriverMP. In addition, we have developed a novel driver gene database for 10 cancer types and an online service that can be freely accessed without registration for users. The DriverMP method, the database of novel drivers, and the user-friendly online server are expected to contribute to new diagnostic and therapeutic opportunities for cancers.",38091511,PMC10716827,10.1093/gigascience/giad106,0,GigaScience,101596872,7.658
A New Era of Integration between Multiomics and Spatio-Temporal Analysis for the Translation of EMT towards Clinical Applications in Cancer,"Epithelial-mesenchymal transition (EMT) is crucial to metastasis by increasing cancer cell migration and invasion. At the cellular level, EMT-related morphological and functional changes are well established. At the molecular level, critical signaling pathways able to drive EMT have been described. Yet, the translation of EMT into efficient diagnostic methods and anti-metastatic therapies is still missing. This highlights a gap in our understanding of the precise mechanisms governing EMT. Here, we discuss evidence suggesting that overcoming this limitation requires the integration of multiple omics, a hitherto neglected strategy in the EMT field. More specifically, this work summarizes results that were independently obtained through epigenomics/transcriptomics while comprehensively reviewing the achievements of proteomics in cancer research. Additionally, we prospect gains to be obtained by applying spatio-temporal multiomics in the investigation of EMT-driven metastasis. Along with the development of more sensitive technologies, the integration of currently available omics, and a look at dynamic alterations that regulate EMT at the subcellular level will lead to a deeper understanding of this process. Further, considering the significance of EMT to cancer progression, this integrative strategy may enable the development of new and improved biomarkers and therapeutics capable of increasing the survival and quality of life of cancer patients.",38067168,PMC10706093,10.3390/cells12232740,0,Cells,101600052,7.666
Multi-omics integration of scRNA-seq time series data predicts new intervention points for Parkinson's disease,"Parkinson's disease (PD) is a complex neurodegenerative disorder without a cure. The onset of PD symptoms corresponds to 50% loss of midbrain dopaminergic (mDA) neurons, limiting early-stage understanding of PD. To shed light on early PD development, we study time series scRNA-seq datasets of mDA neurons obtained from patient-derived induced pluripotent stem cell differentiation. We develop a new data integration method based on Non-negative Matrix Tri-Factorization that integrates these datasets with molecular interaction networks, producing condition-specific ""gene embeddings"". By mining these embeddings, we predict 193 PD-related genes that are largely supported (49.7%) in the literature and are specific to the investigated PINK1 mutation. Enrichment analysis in Kyoto Encyclopedia of Genes and Genomes pathways highlights 10 PD-related molecular mechanisms perturbed during early PD development. Finally, investigating the top 20 prioritized genes reveals 12 previously unrecognized genes associated with PD that represent interesting drug targets.",38744869,PMC11094121,10.1038/s41598-024-61844-3,0,Scientific reports,101563288,4.996
Balrog: A universal protein model for prokaryotic gene prediction,"Low-cost, high-throughput sequencing has led to an enormous increase in the number of sequenced microbial genomes, with well over 100,000 genomes in public archives today. Automatic genome annotation tools are integral to understanding these organisms, yet older gene finding methods must be retrained on each new genome. We have developed a universal model of prokaryotic genes by fitting a temporal convolutional network to amino-acid sequences from a large, diverse set of microbial genomes. We incorporated the new model into a gene finding system, Balrog (Bacterial Annotation by Learned Representation Of Genes), which does not require genome-specific training and which matches or outperforms other state-of-the-art gene finding tools. Balrog is freely available under the MIT license at https://github.com/salzberg-lab/Balrog.",33635857,PMC7946324,10.1371/journal.pcbi.1008727,12,PLoS computational biology,101238922,4.779
Integration of histopathological images and multi-dimensional omics analyses predicts molecular features and prognosis in high-grade serous ovarian cancer,"Objective:This study used histopathological image features to predict molecular features, and combined with multi-dimensional omics data to predict overall survival (OS) in high-grade serous ovarian cancer (HGSOC).Methods:Patients from The Cancer Genome Atlas (TCGA) were distributed into training set (n = 115) and test set (n = 114). In addition, we collected tissue microarrays of 92 patients as an external validation set. Quantitative features were extracted from histopathological images using CellProfiler, and utilized to establish prediction models by machine learning methods in training set. The prediction performance was assessed in test set and validation set.Results:The prediction models were able to identify BRCA1 mutation (AUC = 0.952), BRCA2 mutation (AUC = 0.912), microsatellite instability-high (AUC = 0.919), microsatellite stable (AUC = 0.924), and molecular subtypes: proliferative (AUC = 0.961), differentiated (AUC = 0.952), immunoreactive (AUC = 0.941), mesenchymal (AUC = 0.918) in test set. The prognostic model based on histopathological image features could predict OS in test set (5-year AUC = 0.825) and validation set (5-year AUC = 0.703). We next explored the integrative prognostic models of image features, genomics, transcriptomics and proteomics. In test set, the models combining two omics had higher prediction accuracy, such as image features and genomics (5-year AUC = 0.834). The multi-omics model including all features showed the best prediction performance (5-year AUC = 0.911). According to risk score of multi-omics model, the high-risk and low-risk groups had significant survival differences (HR = 18.23, p < 0.001).Conclusions:These results indicated the potential ability of histopathological image features to predict above molecular features and survival risk of HGSOC patients. The integration of image features and multi-omics data may improve prognosis prediction in HGSOC patients.",34275655,,10.1016/j.ygyno.2021.07.015,13,Gynecologic oncology,365304,5.304
Realizing Microbial Evolution,"Genome sequences have become the new phenotype for microbial evolutionists. The patterns of diversity revealed in the first 100 bacterial genomes fostered development of a comprehensive framework that can explain their contents, organization, and evolution.",26933190,PMC4852808,10.1101/cshperspect.a018101,1,Cold Spring Harbor perspectives in biology,101513680,9.708
Performance analysis of data resampling on class imbalance and classification techniques on multi-omics data for cancer classification,"Cancer, in any of its forms, remains a significant public health concern worldwide. Advances in early detection and treatment could lead to a decline in the overall death rate from cancer in recent decades. Therefore, tumor prediction and classification play an important role in fighting cancer. This study built computational models for a joint analysis of RNA seq, copy number variation (CNV), and DNA methylation to classify normal and tumor samples across liver cancer, breast cancer, and colon adenocarcinoma from The Cancer Genome Atlas (TCGA) dataset. Total of 18 machine learning methods were evaluated based on the AUC, precision, recall, and F-measure. Besides, five techniques were compared to ameliorate problems of class imbalance in the cancer datasets. Synthetic Minority Oversampling Technique (SMOTE) demonstrated the best performance. The results indicate that the model applying Stochastic Gradient Descent (SGD) for learning binary class SVM with hinge loss has the highest classification results on liver cancer and breast cancer datasets, with accuracy over 99% and AUC greater than or equal to 0.999. For colon adenocarcinoma dataset, both SGD and Sequential Minimal Optimization (SMO) that implements John Platt's sequential minimal optimization algorithm for training a support vector machine shows an outstanding classification performance with accuracy of 100%, AUC, precision, recall, and F-measure all at 1.000.",38422094,PMC10903850,10.1371/journal.pone.0293607,0,PloS one,101285081,3.752
Harnessing the predicted maize pan-interactome for putative gene function prediction and prioritization of candidate genes for important traits,"The recent assembly and annotation of the 26 maize nested association mapping population founder inbreds have enabled large-scale pan-genomic comparative studies. These studies have expanded our understanding of agronomically important traits by integrating pan-transcriptomic data with trait-specific gene candidates from previous association mapping results. In contrast to the availability of pan-transcriptomic data, obtaining reliable protein-protein interaction (PPI) data has remained a challenge due to its high cost and complexity. We generated predicted PPI networks for each of the 26 genomes using the established STRING database. The individual genome-interactomes were then integrated to generate core- and pan-interactomes. We deployed the PPI clustering algorithm ClusterONE to identify numerous PPI clusters that were functionally annotated using gene ontology (GO) functional enrichment, demonstrating a diverse range of enriched GO terms across different clusters. Additional cluster annotations were generated by integrating gene coexpression data and gene description annotations, providing additional useful information. We show that the functionally annotated PPI clusters establish a useful framework for protein function prediction and prioritization of candidate genes of interest. Our study not only provides a comprehensive resource of predicted PPI networks for 26 maize genomes but also offers annotated interactome clusters for predicting protein functions and prioritizing gene candidates. The source code for the Python implementation of the analysis workflow and a standalone web application for accessing the analysis results are available at https://github.com/eporetsky/PanPPI.",38492232,PMC11075552,10.1093/g3journal/jkae059,0,"G3 (Bethesda, Md.)",101566598,3.542
Molecular characterization of allergic constitution based on network pharmacology and multi-omics analysis methods,"The objective of this study was to identify critical pathways associated with allergic constitution. Shared genes among allergic rhinitis (AR), asthma (AA), and atopic dermatitis (AD) were extracted from the GWAS catalog. RNA-seq data of AR, AA, and AD from gene expression omnibus (GEO) database were preprocessed and subjected to differential gene expression analysis. The differentially expressed genes (DEGs) were merged using the Robust Rank Aggregation (RRA) algorithm. Weighted gene co-expression network analysis (WGCNA) was performed to identify modules associated with allergies. Components of Guominkang (GMK) were obtained from 6 databases and activate components were identified by SwissADME website. Utilizing the SwissTarget Prediction, PharmMapper, SymMap, and HERB, the targets of GMK were predicted and subsequently validated using gene chip data from our team previous study. Differentially expressed proteins (DEPs) related to the allergic constitution were also extracted based on a previous study. Pathway enrichment analysis was performed using KOBAS-i on the GWAS, RRA, WGCNA modules, DEPs, and GMK targets. P values from multi-omics datasets were combined by meta-analysis, and Bonferroni correction was applied. The significant pathways were further validated using Gene Set Enrichment Analysis (GSEA) with intervention data of GMK. The GWAS results yielded 172 genes. Four datasets AR1, AA1, AD1, and AD2 were acquired from GSE75011, GSE125916, and GSE184237. The RRA algorithm identified 19 upregulated and 20 downregulated genes. WGCNA identified 5 significant modules, with the blue and turquoise modules displaying a moderate correlation with allergies. By performing network pharmacology analysis, we identified 127 active ingredients of GMK and predicted 618 targets. Validation using gene chip data confirmed 107 GMK targets. Single-omics pathway analysis was conducted using KOBAS-i, and 39 significant pathways were identified across multiple omics datasets. GSEA analysis using GMK intervention data identified 11 of 39 significant pathways as the final key pathways associated with the allergic constitution. Through multi-omics integrated pathway analysis, we identified 11 critical pathways of allergic constitution, including TH1 and TH2 cell differentiation, TLR cascade, and TH17 cell differentiation. Identifying these pathways suggests that the observed alterations at the pathway level may play significant roles in the molecular characteristics of the allergic constitution.",38363941,PMC10869101,10.1097/MD.0000000000036892,1,Medicine,2985248R,0.0
Gigantic Genomes Provide Empirical Tests of Transposable Element Dynamics Models,"Transposable elements (TEs) are a major determinant of eukaryotic genome size. The collective properties of a genomic TE community reveal the history of TE/host evolutionary dynamics and impact present-day host structure and function, from genome to organism levels. In rare cases, TE community/genome size has greatly expanded in animals, associated with increased cell size and changes to anatomy and physiology. Here, we characterize the TE landscape of the genome and transcriptome in an amphibian with a giant genome - the caecilianIchthyophis bannanicus, which we show has a genome size of 12.2 Gb. Amphibians are an important model system because the clade includes independent cases of genomic gigantism. The I. bannanicus genome differs compositionally from other giant amphibian genomes, but shares a low rate of ectopic recombination-mediated deletion. We examine TE activity using expression and divergence plots; TEs account for 15% of somatic transcription, and most superfamilies appear active. We quantify TE diversity in the caecilian, as well as other vertebrates with a range of genome sizes, using diversity indices commonly applied in community ecology. We synthesize previous models that integrate TE abundance, diversity, and activity, and test whether the caecilian meets model predictions for genomes with high TE abundance. We propose thorough, consistent characterization of TEs to strengthen future comparative analyses. Such analyses will ultimately be required to reveal whether the divergent TE assemblages found across convergent gigantic genomes reflect fundamental shared features of TE/host genome evolutionary dynamics.",33677107,PMC8498967,10.1016/j.gpb.2020.11.005,8,"Genomics, proteomics & bioinformatics",101197608,6.409
SoFIA: a data integration framework for annotating high-throughput datasets,"Motivation:Integrating heterogeneous datasets from several sources is a common bioinformatics task that often requires implementing a complex workflow intermixing database access, data filtering, format conversions, identifier mapping, among further diverse operations. Data integration is especially important when annotating next generation sequencing data, where a multitude of diverse tools and heterogeneous databases can be used to provide a large variety of annotation for genomic locations, such a single nucleotide variants or genes. Each tool and data source is potentially useful for a given project and often more than one are used in parallel for the same purpose. However, software that always produces all available data is difficult to maintain and quickly leads to an excess of data, creating an information overload rather than the desired goal-oriented and integrated result.Results:We present SoFIA, a framework for workflow-driven data integration with a focus on genomic annotation. SoFIA conceptualizes workflow templates as comprehensive workflows that cover as many data integration operations as possible in a given domain. However, these templates are not intended to be executed as a whole; instead, when given an integration task consisting of a set of input data and a set of desired output data, SoFIA derives a minimal workflow that completes the task. These workflows are typically fast and create exactly the information a user wants without requiring them to do any implementation work. Using a comprehensive genome annotation template, we highlight the flexibility, extensibility and power of the framework using real-life case studies.Availability and implementation:https://github.com/childsish/sofia/releases/latest under the GNU General Public LicenseContact:liam.childs@hu-berlin.deSupplementary information:Supplementary data are available at Bioinformatics online.",27187206,,10.1093/bioinformatics/btw302,4,"Bioinformatics (Oxford, England)",9808944,6.931
"Integrated multiomics analyses unveil the implication of a costimulatory molecule score on tumor aggressiveness and immune evasion in breast cancer: A large-scale study through over 8,000 patients","Background:Although immunotherapy has revolutionised cancer management, reliable genomic biomarkers for identifying eligible patient subpopulations are lacking. Costimulatory molecules play a crucial role in mounting anti-tumour responses, and clinical trials targeting these novel biomarkers are underway. However, whether these molecules can determine tumour aggressiveness and the risk of tumour evasion in breast cancer (BC) remains largely unknown.Methods:The whole-tissue transcriptomic data of 8236 patients with BC from 15 independent cohorts were extracted. An integrated scoring system named 'costimulatory molecule score' (CMS) was constructed and sufficient validated using least absolute shrinkage and selection operator regression (1000 iterations) and the random survival forest algorithm (1000 trees). The correlation among CMSs, cancer genotypes and clinicopathological characteristics was examined. Extensive multiomics and immunogenomic analyses were performed to investigate and verify the association among CMSs, enriched pathways, potential intrinsic and extrinsic immune escape mechanisms, immunotherapy response and therapeutic options.Results:The predictive role of CMS model that relies on expression pattern of merely 5 costimulatory genes for prognosis is almost universally applicable to BC patients in a platform-independent manner. Through internal and external in silico validation, high CMS was characterized by favorable genotypes but decreased tumor immunogenicity, activation of stroma, immune-suppressive states and potential immunotherapeutic resistance. Similar results were observed in a real-world immunotherapy cohort and Pan-Cancer analysis.Conclusion:This comprehensive characterization indicates CMS model may be complemented for predicting tumor aggressiveness and immune evasion in BC patients, underlining the future clinical potential for further exploration of resistance mechanisms and optimization of immunotherapeutic strategies.",37068318,,10.1016/j.compbiomed.2023.106866,0,Computers in biology and medicine,1250250,6.698
Proteome-centric cross-omics characterization and integrated network analyses of triple-negative breast cancer,"We report a comprehensive proteomic study of a 90-case cohort of paired samples of triple-negative breast cancer (TNBC) in quantification, phosphorylation, and DNA-binding capacity. Four integrative subtypes (iP-1-4) are stratified on the basis of global proteome and phosphoproteome, each of which exhibits distinct molecular and pathway features. Scaffold and co-expression network analyses of three proteomic datasets, integrated with those from genome and transcriptome of the same cohort, reveal key pathways and master regulators that, characteristic of TNBC subtypes, play important regulatory roles within and between scaffold sub-structures and co-expression communities. We find that NAE1 is a potential drug target for subtype iP-1, and a series of key molecules in fatty acid metabolism, such as AKT1/FASN, are plausible targets for subtype iP-2. Libraries of proteins, pathways and networks of TNBC provide a valuable molecular infrastructure for further clinical exploration and in-depth studies of the molecular mechanisms of the disease.",35235781,,10.1016/j.celrep.2022.110460,11,Cell reports,101573691,9.995
GeneDig: a web application for accessing genomic and bioinformatics knowledge,"Background:With the exponential increase and widespread availability of genomic, transcriptomic, and proteomic data, accessing these '-omics' data is becoming increasingly difficult. The current resources for accessing and analyzing these data have been created to perform highly specific functions intended for specialists, and thus typically emphasize functionality over user experience.Results:We have developed a web-based application, GeneDig.org, that allows any general user access to genomic information with ease and efficiency. GeneDig allows for searching and browsing genes and genomes, while a dynamic navigator displays genomic, RNA, and protein information simultaneously for co-navigation. We demonstrate that our application allows more than five times faster and efficient access to genomic information than any currently available methods.Conclusion:We have developed GeneDig as a platform for bioinformatics integration focused on usability as its central design. This platform will introduce genomic navigation to broader audiences while aiding the bioinformatics analyses performed in everyday biology research.",25888373,PMC4349619,10.1186/s12859-015-0497-0,1,BMC bioinformatics,100965194,3.307
"A scalable, secure, and interoperable platform for deep data-driven health management","The large amount of biomedical data derived from wearable sensors, electronic health records, and molecular profiling (e.g., genomics data) is rapidly transforming our healthcare systems. The increasing scale and scope of biomedical data not only is generating enormous opportunities for improving health outcomes but also raises new challenges ranging from data acquisition and storage to data analysis and utilization. To meet these challenges, we developed the Personal Health Dashboard (PHD), which utilizes state-of-the-art security and scalability technologies to provide an end-to-end solution for big biomedical data analytics. The PHD platform is an open-source software framework that can be easily configured and deployed to any big data health project to store, organize, and process complex biomedical data sets, support real-time data analysis at both the individual level and the cohort level, and ensure participant privacy at every step. In addition to presenting the system, we illustrate the use of the PHD framework for large-scale applications in emerging multi-omics disease studies, such as collecting and visualization of diverse data types (wearable, clinical, omics) at a personal level, investigation of insulin resistance, and an infrastructure for the detection of presymptomatic COVID-19.",34599181,PMC8486823,10.1038/s41467-021-26040-1,11,Nature communications,101528555,17.694
Machine learning based combination of multi-omics data for subgroup identification in non-small cell lung cancer,"Non-small Cell Lung Cancer (NSCLC) is a heterogeneous disease with a poor prognosis. Identifying novel subtypes in cancer can help classify patients with similar molecular and clinical phenotypes. This work proposes an end-to-end pipeline for subgroup identification in NSCLC. Here, we used a machine learning (ML) based approach to compress the multi-omics NSCLC data to a lower dimensional space. This data is subjected to consensus K-means clustering to identify the five novel clusters (C1-C5). Survival analysis of the resulting clusters revealed a significant difference in the overall survival of clusters (p-value: 0.019). Each cluster was then molecularly characterized to identify specific molecular characteristics. We found that cluster C3 showed minimal genetic aberration with a high prognosis. Next, classification models were developed using data from each omic level to predict the subgroup of unseen patients. Decision‑level fused classification models were then built using these classifiers, which were used to classify unseen patients into five novel clusters. We also showed that the multi-omics-based classification model outperformed single-omic-based models, and the combination of classifiers proved to be a more accurate prediction model than the individual classifiers. In summary, we have used ML models to develop a classification method and identified five novel NSCLC clusters with different genetic and clinical characteristics.",36944673,PMC10030850,10.1038/s41598-023-31426-w,3,Scientific reports,101563288,4.996
CHiCP: a web-based tool for the integrative and interactive visualization of promoter capture Hi-C datasets,"Promoter capture Hi-C (PCHi-C) allows the genome-wide interrogation of physical interactions between distal DNA regulatory elements and gene promoters in multiple tissue contexts. Visual integration of the resultant chromosome interaction maps with other sources of genomic annotations can provide insight into underlying regulatory mechanisms. We have developed Capture HiC Plotter (CHiCP), a web-based tool that allows interactive exploration of PCHi-C interaction maps and integration with both public and user-defined genomic datasets.Availability and implementation:CHiCP is freely accessible from www.chicp.org and supports most major HTML5 compliant web browsers. Full source code and installation instructions are available from http://github.com/D-I-L/django-chicpContact:ob219@cam.ac.uk.",27153610,PMC4978926,10.1093/bioinformatics/btw173,46,"Bioinformatics (Oxford, England)",9808944,6.931
Correlational selection in the age of genomics,"Ecologists and evolutionary biologists are well aware that natural and sexual selection do not operate on traits in isolation, but instead act on combinations of traits. This long-recognized and pervasive phenomenon is known as multivariate selection, or-in the particular case where it favours correlations between interacting traits-correlational selection. Despite broad acknowledgement of correlational selection, the relevant theory has often been overlooked in genomic research. Here, we discuss theory and empirical findings from ecological, quantitative genetic and genomic research, linking key insights from different fields. Correlational selection can operate on both discrete trait combinations and quantitative characters, with profound implications for genomic architecture, linkage, pleiotropy, evolvability, modularity, phenotypic integration and phenotypic plasticity. We synthesize current knowledge and discuss promising research approaches that will enable us to understand how correlational selection shapes genomic architecture, thereby linking quantitative genetic approaches with emerging genomic methods. We suggest that research on correlational selection has great potential to integrate multiple fields in evolutionary biology, including developmental and functional biology, ecology, quantitative genetics, phenotypic polymorphisms, hybrid zones and speciation processes.",33859374,,10.1038/s41559-021-01413-3,22,Nature ecology & evolution,101698577,19.1
Systems Biology Approaches to Understanding the Human Immune System,"Systems biology is an approach to interrogate complex biological systems through large-scale quantification of numerous biomolecules. The immune system involves >1,500 genes/proteins in many interconnected pathways and processes, and a systems-level approach is critical in broadening our understanding of the immune response to vaccination. Changes in molecular pathways can be detected using high-throughput omics datasets (e.g., transcriptomics, proteomics, and metabolomics) by using methods such as pathway enrichment, network analysis, machine learning, etc. Importantly, integration of multipleomicdatasets is becoming key to revealing novel biological insights. In this perspective article, we highlight the use of protein-protein interaction (PPI) networks as a multi-omics integration approach to unravel information flow and mechanisms during complex biological events, with a focus on the immune system. This involves a combination of tools, including:InnateDB, a database of curated interactions between genes and protein products involved in the innate immunity;NetworkAnalyst, a visualization and analysis platform for InnateDB interactions; andMetaBridge, a tool to integrate metabolite data into PPI networks. The application of these systems techniques is demonstrated for a variety of biological questions, including: the developmental trajectory of neonates during the first week of life, mechanisms in host-pathogen interaction, disease prognosis, biomarker discovery, and drug discovery and repurposing. Overall, systems biology analyses of omics data have been applied to a variety of immunology-related questions, and here we demonstrate the numerous ways in which PPI network analysis can be a powerful tool in contributing to our understanding of the immune system and the study of vaccines.",32849587,PMC7406790,10.3389/fimmu.2020.01683,12,Frontiers in immunology,101560960,8.786
MDICC: novel method for multi-omics data integration and cancer subtype identification,"Each type of cancer usually has several subtypes with distinct clinical implications, and therefore the discovery of cancer subtypes is an important and urgent task in disease diagnosis and therapy. Using single-omics data to predict cancer subtypes is difficult because genomes are dysregulated and complicated by multiple molecular mechanisms, and therefore linking cancer genomes to cancer phenotypes is not an easy task. Using multi-omics data to effectively predict cancer subtypes is an area of much interest; however, integrating multi-omics data is challenging. Here, we propose a novel method of multi-omics data integration for clustering to identify cancer subtypes (MDICC) that integrates new affinity matrix and network fusion methods. Our experimental results show the effectiveness and generalization of the proposed MDICC model in identifying cancer subtypes, and its performance was better than those of currently available state-of-the-art clustering methods. Furthermore, the survival analysis demonstrates that MDICC delivered comparable or even better results than many typical integrative methods.",35437603,,10.1093/bib/bbac132,7,Briefings in bioinformatics,100912837,13.994
Multi-omics analysis reveals interferon-stimulated gene OAS1 as a prognostic and immunological biomarker in pan-cancer,"Introduction:OAS1(2'-5'-oligoadenylate synthetase 1) is a member of the Interferon-Stimulated Genes which plays an important role in the antiviral process. In recent years, the role of OAS1 in tumors has attracted attention, and it was found to be associated with prognosis in several tumors. However, the mechanism by which OAS1 affects tumors is unclear and pan-cancer study of OAS1 is necessary to better understand its implication in cancers.Methods:The expression, prognostic value, genetic alteration, alternative splicing events of OAS1 in pan-cancers were analyzed using TCGA, GTEx, HPA, GEPIA and OncoSplicing databases. OAS1 associated immune cell infiltration was evaluated using the ESTIMATE, xCell, CIBERSORT and QUANTISEQ algorithm. Single cell transcriptome data download using TISH database. Finally, the roles of the OAS1 on apoptosis, migration and invasion were investigated in two pancreatic cancer cells.Results:Our results revealed significant differences in OAS1 expression among various tumors, which had prognostic implications. In addition, we investigated the impact of OAS1 on genomic stability, methylation status, and other factors across different types of cancer, and the effects of these factors on prognosis. Notably, our study also demonstrated that OAS1 overexpression can contribute to CTL dysfunction and macrophage M2 polarization. In addition, cell experiments showed that the knockdown of OAS1 could reduce the invasive ability and increased the apoptosis rate of PAAD cells.Discussion:These results confirmed that OAS1 could be a prognostic biomarker and therapeutic target for its potential role in CTL dysfunction and macrophage M2 polarization.",37928544,PMC10623006,10.3389/fimmu.2023.1249731,0,Frontiers in immunology,101560960,8.786
Brassica database (BRAD) version 2.0: integrating and mining Brassicaceae species genomic resources,"The Brassica database (BRAD) was built initially to assist users apply Brassica rapa and Arabidopsis thaliana genomic data efficiently to their research. However, many Brassicaceae genomes have been sequenced and released after its construction. These genomes are rich resources for comparative genomics, gene annotation and functional evolutionary studies of Brassica crops. Therefore, we have updated BRAD to version 2.0 (V2.0). In BRAD V2.0, 11 more Brassicaceae genomes have been integrated into the database, namely those of Arabidopsis lyrata, Aethionema arabicum, Brassica oleracea, Brassica napus, Camelina sativa, Capsella rubella, Leavenworthia alabamica, Sisymbrium irio and three extremophiles Schrenkiella parvula, Thellungiella halophila and Thellungiella salsuginea. BRAD V2.0 provides plots of syntenic genomic fragments between pairs of Brassicaceae species, from the level of chromosomes to genomic blocks. The Generic Synteny Browser (GBrowse_syn), a module of the Genome Browser (GBrowse), is used to show syntenic relationships between multiple genomes. Search functions for retrieving syntenic and non-syntenic orthologs, as well as their annotation and sequences are also provided. Furthermore, genome and annotation information have been imported into GBrowse so that all functional elements can be visualized in one frame. We plan to continually update BRAD by integrating more Brassicaceae genomes into the database. Database URL: http://brassicadb.org/brad/.",26589635,PMC4653866,10.1093/database/bav093,33,Database : the journal of biological databases and curation,101517697,4.462
"FEATnotator: A tool for integrated annotation of sequence features and variation, facilitating interpretation in genomics experiments","As approaches are sought for more efficient and democratized uses of non-model and expanded model genomics references, ease of integration of genomic feature datasets is especially desirable in multidisciplinary research communities. Valuable conclusions are often missed or slowed when researchers refer experimental results to a single reference sequence that lacks integrated pan-genomic and multi-experiment data in accessible formats. Association of genomic positional information, such as results from an expansive variety of next-generation sequencing experiments, with annotated reference features such as genes or predicted protein binding sites, provides the context essential for conclusions and ongoing research. When the experimental system includes polymorphic genomic inputs, rapid calculation of gene structural and protein translational effects of sequence variation from the reference can be invaluable. Here we present FEATnotator, a lightweight, fast and easy to use open source software program that integrates and reports overlap and proximity in genomic information from any user-defined datasets including those from next generation sequencing applications. We illustrate use of the tool by summarizing whole genome sequence variation of a widely used natural isolate of Arabidopsis thaliana in the context of gene models of the reference accession. Previous discovery of a protein coding deletion influencing root development is replicated rapidly. Appropriate even in investigations of a single gene or genic regions such as QTL, comprehensive reports provided by FEATnotator better prepare researchers for interpretation of their experimental results. The tool is available for download at http://featnotator.sourceforge.net.",25934264,,10.1016/j.ymeth.2015.04.028,4,"Methods (San Diego, Calif.)",9426302,4.647
htsint: a Python library for sequencing pipelines that combines data through gene set generation,"Background:Sequencing technologies provide a wealth of details in terms of genes, expression, splice variants, polymorphisms, and other features. A standard for sequencing analysis pipelines is to put genomic or transcriptomic features into a context of known functional information, but the relationships between ontology terms are often ignored. For RNA-Seq, considering genes and their genetic variants at the group level enables a convenient way to both integrate annotation data and detect small coordinated changes between experimental conditions, a known caveat of gene level analyses.Results:We introduce the high throughput data integration tool, htsint, as an extension to the commonly used gene set enrichment frameworks. The central aim of htsint is to compile annotation information from one or more taxa in order to calculate functional distances among all genes in a specified gene space. Spectral clustering is then used to partition the genes, thereby generating functional modules. The gene space can range from a targeted list of genes, like a specific pathway, all the way to an ensemble of genomes. Given a collection of gene sets and a count matrix of transcriptomic features (e.g. expression, polymorphisms), the gene sets produced by htsint can be tested for 'enrichment' or conditional differences using one of a number of commonly available packages.Conclusion:The database and bundled tools to generate functional modules were designed with sequencing pipelines in mind, but the toolkit nature of htsint allows it to also be used in other areas of genomics. The software is freely available as a Python library through GitHub at https://github.com/ajrichards/htsint.",26399714,PMC4581156,10.1186/s12859-015-0729-3,0,BMC bioinformatics,100965194,3.307
Molecular classification reveals the diverse genetic and prognostic features of gastric cancer: A multi-omics consensus ensemble clustering,"Background:Globally, gastric cancer (GC) is the fifth most common tumor. It is necessary to identify novel molecular subtypes to guide patient selection for specific target therapeutic benefits.Methods:Multi-omics data, including transcriptomics RNA-sequencing (mRNA, LncRNA, miRNA), DNA methylation, and gene mutations in the TCGA-STAD cohort were used for the clustering. Ten classical clustering algorithms were executed to recognize patients with different molecular features using the ""MOVICS"" package in R. The activated signaling pathways were evaluated using the single-sample gene set enrichment analysis. The differential distribution of gene mutations, copy number alterations, and tumor mutation burden was compared, and potential responses to immunotherapy and chemotherapy were also assessed.Results:Two molecular subtypes (CS1 and CS2) were recognized by ten clustering algorithms with consensus ensembles. Patients in the CS1 group had a shorter average overall survival time (28.5 vs. 68.9 months, P = 0.016), and progression-free survival (19.0 vs. 63.9 months, P = 0.008) as compared to those in the CS2 group. Extracellular associated biological process activation was higher in the CS1 group, while the CS2 group displayed the enhanced activation of cell cycle-associated pathways. Significantly higher total mutation numbers and neoantigens were observed in the CS2 group, along with specific mutations in TTN, MUC16, and ARID1A. Higher infiltration of immunocytes was also observed in the CS2 group, reflective of the potential immunotherapeutic benefits. Moreover, the CS2 group could also respond to 5-fluorouracil, cisplatin, and paclitaxel. The similar diversity in clinical outcomes between CS1 and CS2 groups was successfully validated in the external cohorts, GSE62254, GSE26253, GSE15459, and GSE84437.Conclusion:The findings provided novel insights into the GC subtypes through integrative analysis of five -omics data by ten clustering algorithms. These could provide potential clinical therapeutic targets based on the specific molecular features.",34607103,,10.1016/j.biopha.2021.112222,15,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,8213295,7.419
